"","indicatorName","year1960","year1961","year1962","year1963","year1964","year1965","year1966","year1967","year1968","year1969","year1970","year1971"
"1267","Desempleo, mujeres (% de participación femenina en la fuerza laboral) (estimación nacional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","Desempleo, varones jóvenes (% de participación en la fuerza laboral de varones de 15 a 24 años) (estimación nacional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","Proporción de participación en la fuerza laboral de mujeres y varones (%) (estimación nacional)",NA,NA,18.8113518257958,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-24 años) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","Niños económicamente activos, mujeres (% de niñas entre los 7 y 14 años de edad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","Empleos en la industria (% del total de empleos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","Relación entre empleo y población, mayores de 15 años, total (%) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","Relación entre empleo y población, entre 15 y 24 años, varones (%) (estimación nacional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","Participación en el ingreso del 10% peor remunerado de la población",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","Domestic general government health expenditure (% of GDP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","Mortalidad provocada por lesiones por accidentes de tránsito (por cada 100 000 personas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","Tratamiento de la diarrea (% de niños menores de 5 años que recibieron paquetes de SRO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","Nacimientos asistidos por personal de salud capacitado (% del total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","Prevalencia de anemia entre embarazadas (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","Incidencia del VIH (% de la población no infectada de 15 a 49 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","People using at least basic drinking water services, rural (% of rural population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","Causa de muerte, por enfermedades no transmisibles (% del total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","Gasto en educación de nivel terciario (% del gasto público en educación)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53528,9.88327
"1288","Nivel de instrucción, al menos escuela terciaria de ciclo corto finalizada, población de más de 25 años, varones (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","Educación de nivel secundario, maestros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15699
"1290","Inscripción escolar, nivel secundario (% neto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, mujeres (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","Niños que no asisten a la escuela, nivel primario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206940
"1293","Perseverancia en la escuela hasta el quinto grado, varones (% de la cohorte)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9332313537598
"1294","Inscripción escolar, nivel primario, mujeres (% bruto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6058578491211
"1295","Inscripción escolar, nivel preprimario, varones (% bruto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07962989807129
"1296","Tasa de alfabetización, mujeres jóvenes (% de mujeres entre 15 y 24 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","Incidencia de los beneficios de los programas de medidas de protección social para el quintil más pobre (% del total de beneficios de las medidas de protección)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","Tasa de cambio oficial (UMN por US$, promedio para un período)",15.000000015,16.5000000165,18.000000018,18.000000018,18.000000018,18.000000018,18.000000018,18.000000018,18.000000018,18.000000018,20.9167000199167,24.999999999
"1299","INB per cápita, PPA (dólares internacionales constantes de 2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","Ingreso interno bruto (UMN a precios constantes)",8773089827.34803,9164982601.97111,9674609225.14276,9852822733.17204,10564265803.8535,10878597558.4818,10978570453.5244,11505320935.9994,11792647064.2195,12217294633.6021,13112122315.0115,13879779345.0862
"1301","PIB (UMN a precios constantes)",8257345711.75009,8680486364.13837,9107492243.63981,9299329568.25622,9988153726.42291,10315274000,10280251000,10755309000,10960675000,11472455000,12260834000,13032360000
"1302","Inflación, deflactor del PIB: series vinculadas (% anual)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","Ahorro ajustado: ahorro bruto (% del INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","Services, value added (% of GDP)",40.9723697715428,41.1327053707337,40.0821390204224,39.8929518596431,40.1243707574577,41.0832539783663,42.4413698522947,42.1198398979459,40.6953969924946,43.7448142284231,41.6524648286063,41.4591158414763
"1305","Flujos de ayuda bilateral neta de donantes del CAD, Bélgica (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,19999.9995529652,29999.9993294477,59999.9986588955,90000.0035762787,79999.9982118607,70000.0002980232
"1306","Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88600000,162100000
"1307","Ingreso secundario neto (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","Servicios de transporte (% de las importaciones de servicios, balanza de pagos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","Maquinaria agrícola, tractores por cada 100 kilómetros cuadrados de tierra cultivable",NA,9.13782991202346,9.17888563049853,9.47368421052632,9.94152046783626,11.6618075801749,13.4868804664723,14.2441860465116,15.7434402332362,16.8604651162791,17.9710144927536,19.6531791907514
"1310","Tierras cultivables (hectáreas por persona)",NA,0.364770487692794,0.354528746043262,0.345525325794011,0.335698667452974,0.327041861548973,0.317626590401713,0.309351850319747,0.299539303311752,0.29175452520598,0.28421373136217,0.276914398876464
"1311","Muertes producto de la guerra (cantidad de personas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","Mercaderías exportadas hacia economías en desarrollo en Asia oriental y el Pacífico (% del total de mercaderías exportadas)",0.214362272240086,NA,0.171232876712329,NA,NA,0.0909297567629007,NA,0.0189765323549877,NA,0.478876935187615,0.00475511174512601,0.110716427549938
"1313","Servicios de viaje (% de las importaciones de servicios comerciales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","Importaciones de mercaderías (US$ a precios actuales)",114,107,97,128,151,165,174,214,255,242,274,340
"1315","Tasa consolidada, media simple, productos primarios (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","Tasa consolidada, media simple, productos manufacturados (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","Población urbana",1539303,1611000,1686106,1762136,1840002,1921393,2006533,2095346,2187984,2284101,2383930,2487285
"1318","Técnicos de investigación y desarrollo (por cada millón de personas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","Población de 65 años de edad y más, hombres",95583,98045,100141,102013,103828,105676,108078,110458,112807,115068,117251,120096
"1320","Población de 35 a 39 años, mujeres (% de la población femenina)",4.92145762743193,4.92126675141352,4.91978965724619,4.917721032422,4.91747444710613,4.91868879300757,4.90958394577488,4.90350089766607,4.89915181103312,4.89447643125907,4.88887859450821,4.87438158646985
"1321","Población de 10 a 14 años, mujeres (% de la población femenina)",10.8536039535026,11.0937907951223,11.4350877850126,11.8309346259514,12.1870067924742,12.4157009420091,12.5064710220761,12.5146484093126,12.4701444353854,12.418451785198,12.3873275438472,12.3577560455489
"1322","Supervivencia hasta los 65 años, varones (% de la cohorte)",47.7805452,48.6541036,49.527662,50.204689,50.881716,51.558743,52.23577,52.912797,53.5443144,54.1758318,54.8073492,55.4388666
"1323","Tasa de cobertura de la suplementación con vitamina A (% de niños entre 6 y 59 meses de edad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","Desempleo, varones (% de participación masculina en la fuerza laboral) (estimación nacional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","Desempleo, total de jóvenes (% del total de participación en la fuerza laboral de 15 a 24 años) (estimación nacional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","Tasa de participación en la fuerza laboral, varones (% de la población masculina mayor de 15 años) (estimación nacional)",NA,NA,93.7200012207031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-24 años) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","Horas de trabajo promedio de niños, estudio y trabajo, mujeres, de 7 a 14 años (horas por semana)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","Empleo informal, varones (% del total del empleo no agrícola)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","Empleo vulnerable, varones (% del empleo masculino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","Relación entre empleo y población, entre 15 y 24 años, total (%) (estimación nacional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","Costo promedio por transacción de envío de remesas a un país específico (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","Domestic general government health expenditure per capita (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","Prevalencia de desnutrición, mujeres (% de niños menores a 5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","Prevalencia de obesidad, varones (% de niños menores a 5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","Prevalencia de la diabetes (% de la población de 20 a 79 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","Prevalencia del hábito de fumar, mujeres (% de adultos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","Inmunización, HepB3 (% de niños de un año)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","People using at least basic drinking water services (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","Probability of dying among children ages 5-9 years (per 1,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","Gasto público en educación, total (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00283002853394,1.87940001487732
"1345","Relación alumno-maestro, nivel terciario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.49564
"1346","Educación de nivel secundario, maestros (% de mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7473106384277
"1347","Inscripción escolar, nivel secundario, varones (% neto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","Niños que no asisten a la escuela, mujeres (% de niñas en edad de asistir a la escuela primaria)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8671703338623
"1350","Perseverancia en la escuela hasta el último grado del nivel primario, mujeres (% de la cohorte)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9786415100098
"1351","Tasa bruta de ingreso en primer grado, mujeres (% del grupo etario correspondiente)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.6034
"1352","Maestros capacitados en educación de nivel preescolar, varones (% de maestros varones)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","Tasa de alfabetización, varones jóvenes (% de varones entre 15 y 24 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","Cobertura de los programas de medidas de protección social en el quintil más pobre (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","Factor de conversión de PPA (PIB) al cociente de tipo de cambio del mercado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","Ahorro bruto (UMN a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","Ingreso nacional bruto (ING) (US$)",2043509723.60703,1726040723.05953,1494353886.87958,1806525750.82557,2225203587.61861,2362036265.70433,2404097428.14315,2528684150.03416,2555067797.29931,3084153419.78331,2833290165.97396,2718503141.66599
"1358","PIB, PPA ($ a precios internacionales constantes de 2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","Deflactor del PIB: series vinculadas (el año de referencia varía según el país)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","Ahorro ajustado: ahorro nacional neto (% del INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","Ahorro ajustado: gasto en educación (% del INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.7
"1362","Industria, valor agregado (UMN a precios constantes)",2106859465.74863,2275880842.4933,2288169531.93303,2406871321.90753,2758565244.62854,3049445000,2983981000,3243013000,3279094000,3480732000,3768271000,4400119000
"1363","Agricultura, valor agregado (% del crecimiento anual)",NA,5.36994927409474,8.59893758300143,0.59614796698213,0.501443549612617,-1.17931660114895,0.544941093412163,3.27174968239663,-2.98668651734211,3.50020731172206,4.09890553319046,-0.789983541425414
"1364","Formación bruta de capital (% del PIB)",25.4143930971887,25.4251038813858,23.7317119247276,23.9202889104834,24.6371612907309,24.36489481555,22.3824359747873,22.9041064547017,18.3577087909342,22.4840267787538,19.5599154460542,22.398852119583
"1365","Formación bruta de capital fijo, sector privado (UMN actuales)",NA,NA,NA,NA,NA,185951000,213279000,245090000,278756000,313191000,360935000,440562000
"1366","Gasto de consumo final (US$ a precios constantes de 2010)",7173564933.56953,7594954541.27329,8069384789.41618,8237924827.00718,8988287452.27097,9264475406.21851,9336662329.39681,9685233340.12225,10171394996.1862,10773225816.9961,11614359465.3414,12143398978.4484
"1367","Valor agregado bruto al costo de los factores (US$ a precios constantes de 2010)",9378198436.5139,9881775425.23152,10329481457.7229,10586438630.8515,11354602747.0723,11732654679.9512,11702380474.1668,12218753757.2385,12437298552.1099,13061097661.6813,13992558525.3865,14922681329.7272
"1368","Ingreso nacional neto ajustado per cápita (US$ constantes del año 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2589.12252222176,2657.04656948617
"1369","Ahorro ajustado: consumo de capital fijo (US$ actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75260933.2581605,69031183.1537987
"1370","Otros productos manufacturados (% del valor agregado en la industrialización)",NA,NA,NA,27.4916989216447,28.9234550434737,31.77081875,35.0396808189829,39.5262533080332,35.3858754074754,21.3793008979453,24.5413548865183,31.4304570202937
"1371","Industry (including construction), value added per worker (constant 2010 US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372","Importaciones de bienes y servicios (UMN a precios constantes)",1361659604.35586,1352169290.04259,1502276655.87077,1446671433.97894,1588491483.08286,1663211000,1717049000,2069823000,2328028000,2328566000,2403425000,2893429000
"1373","Formación bruta de capital fijo (% del crecimiento anual)",NA,3.28324986087927,-5.07543103448252,3.04234305823582,5.37622562520643,3.00052273915325,1.07726444944585,17.7117941757241,5.8940356482596,2.99707824337831,-0.248025254639614,25.054970455627
"1374","Gasto nacional bruto (US$ a precios actuales)",2077816114.92112,1770628669.83534,1510552042.50107,1819172899.59509,2273895424.11001,2418338254.62574,2444581834.74831,2602737648.3191,2656445393.66391,3224186546.06272,2964661139.96405,2922494927.16829
"1375","Households and NPISHs final consumption expenditure: linked series (current LCU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","Transferencias de armamento, importaciones (valores del indicador de tendencia del Instituto Internacional de Investigación para la Paz de Estocolmo) (SIPRI)",6.6e+07,NA,NA,3e+06,3e+06,2.9e+07,9e+06,2.1e+07,5e+06,1e+06,5e+06,8.1e+07
"1377","Suscripciones a telefonía fija",NA,NA,NA,NA,NA,48000,48000,48000,48000,48000,90000,90000
"1378","Evaluación de la metodología de la capacidad estadística (escala 0 - 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379","Calificación del sector financiero de la CPIA (1=bajo a 6=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380","Public private partnerships investment in water and sanitation (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381","Empresas que podrían entregar regalos a funcionarios de organismos tributarios durante reuniones (% de empresas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","Tiempo para importar, cumplimiento documental (horas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","Pagos informales a funcionarios públicos (% de empresas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","Índice de profundidad de la información crediticia (0=bajo a 8=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","Subsidios y otras transferencias (% del gasto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386","Recaudación impositiva (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","Contribuciones sociales (UMN a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","Índice de precios mayoristas (2010 = 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","Total de reservas (incluye oro, US$ a precios actuales)",41077600,38397350,43348220,51632720,51638400,46038400,61158146.5108428,69213239.6675615,62499909.9779768,65130089.8612696,75607786.9050107,60390308.3641193
"1391","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","Población urbana que vive en áreas donde la elevación es inferior a 5 metros (% de la población total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
